Year,Mo,MonthID,Globe,Land,Ocean,NH,Land,Ocean,SH,Land,Ocean,Trpcs,Land,Ocean,NoExt,Land,Ocean,SoExt,Land,Ocean,NoPol,Land,Ocean,SoPol,Land,Ocean,USA48,USA49,AUST
2014,10,24178,0.24,0.33,0.21,0.27,0.23,0.3,0.21,0.56,0.14,0.16,0.21,0.15,0.34,0.25,0.41,0.24,0.77,0.14,0.08,-0.07,0.25,0.16,0.3,0.1,1.01,0.87,0.79
2014,11,24179,0.23,0.11,0.28,0.26,0.01,0.42,0.21,0.34,0.18,0.23,0.15,0.26,0.27,-0.03,0.54,0.2,0.49,0.15,0.94,0.63,1.29,0.35,1.03,0.02,-0.99,-0.35,0.62
2014,12,24180,0.22,0.28,0.2,0.26,0.39,0.18,0.18,0.03,0.21,0.24,0.14,0.26,0.28,0.43,0.14,0.15,0.01,0.18,0.23,0.48,-0.06,-0.28,-0.34,-0.25,0.84,0.95,0.35
2015,1,24181,0.29,0.37,0.26,0.44,0.54,0.37,0.15,-0.02,0.18,0.12,-0.05,0.17,0.61,0.68,0.55,0.16,0.05,0.18,0.12,0.35,-0.14,0,-0.02,0.01,1.08,1.25,-0.01
2015,2,24182,0.19,0.39,0.11,0.34,0.56,0.2,0.03,0.01,0.04,-0.07,0.1,-0.12,0.55,0.66,0.44,0.1,0.01,0.11,0.1,0.36,-0.21,0.09,0.18,0.04,0.41,0.72,-0.03
2015,3,24183,0.17,0.33,0.11,0.28,0.43,0.18,0.06,0.1,0.06,0.04,-0.06,0.07,0.42,0.58,0.27,0.07,0.15,0.05,0.13,0.25,0,0.15,0.14,0.15,1.71,1.49,0.24
2015,4,24184,0.08,0.02,0.11,0.18,0.15,0.2,-0.01,-0.27,0.04,0.08,-0.1,0.13,0.25,0.22,0.28,-0.08,-0.42,-0.01,0.51,0.25,0.81,-0.5,-0.75,-0.38,0.26,0.2,-0.58
2015,5,24185,0.27,0.27,0.27,0.34,0.35,0.33,0.2,0.1,0.22,0.26,0.18,0.29,0.37,0.39,0.34,0.18,0.06,0.2,0.53,0.77,0.24,0.14,-0.4,0.4,-0.26,0.22,-0.02
2015,6,24186,0.31,0.33,0.3,0.37,0.37,0.37,0.25,0.25,0.24,0.46,0.48,0.45,0.35,0.36,0.34,0.12,0.03,0.13,0.35,0.5,0.18,-1.16,-1.19,-1.14,0.95,0.92,0.57
2015,7,24187,0.15,0.07,0.19,0.28,0.22,0.32,0.03,-0.28,0.09,0.48,0.57,0.45,0.17,0.13,0.22,-0.21,-0.93,-0.08,0.08,0.08,0.08,-1.46,-2.12,-1.14,-0.04,-0.08,-0.27
2015,8,24188,0.24,0.02,0.33,0.19,0.02,0.3,0.3,0.02,0.36,0.52,0.51,0.53,0.03,-0.08,0.12,0.17,-0.41,0.27,-0.19,-0.17,-0.21,-0.71,-1.5,-0.33,-0.09,-0.15,-0.3
2015,9,24189,0.23,0.03,0.3,0.3,0.12,0.41,0.16,-0.17,0.23,0.55,0.55,0.55,0.18,0.05,0.3,-0.06,-0.82,0.07,0.15,0.02,0.29,-1.06,-1.88,-0.67,0.76,0.48,-0.45
2015,10,24190,0.41,0.53,0.36,0.62,0.56,0.66,0.2,0.47,0.14,0.53,0.54,0.52,0.67,0.58,0.76,0.03,0.39,-0.04,0.61,0.46,0.77,-0.24,0.41,-0.55,1.34,1.51,0.51
2015,11,24191,0.33,0.47,0.27,0.43,0.52,0.38,0.22,0.35,0.19,0.52,0.49,0.53,0.41,0.54,0.29,0.04,0.2,0.01,-0.11,-0.12,-0.11,-0.28,0.27,-0.54,0.84,0.59,0.62
2015,12,24192,0.45,0.51,0.42,0.53,0.58,0.49,0.37,0.36,0.37,0.61,0.27,0.71,0.51,0.69,0.35,0.22,0.33,0.2,-0.43,-0.17,-0.72,0.38,0.36,0.39,1.52,1.11,0.21
2016,1,24193,0.54,0.49,0.56,0.69,0.64,0.72,0.39,0.14,0.44,0.84,0.59,0.92,0.62,0.71,0.55,0.14,-0.36,0.22,2.44,2.53,2.33,-0.44,-0.78,-0.28,-0.5,-0.03,-0.65
2016,2,24194,0.83,1.04,0.75,1.16,1.33,1.05,0.5,0.37,0.52,0.99,0.87,1.02,1.24,1.45,1.04,0.26,0.02,0.31,1.51,1.53,1.49,-0.47,-0.72,-0.36,1.12,1.26,0.39
2016,3,24195,0.73,0.92,0.66,0.94,1.13,0.82,0.52,0.44,0.54,1.09,1,1.11,0.86,1.16,0.59,0.23,0.01,0.27,1.44,1.46,1.41,-0.38,-0.29,-0.42,1.23,1.26,0.54
2016,4,24196,0.71,0.81,0.68,0.85,0.88,0.83,0.58,0.63,0.57,0.93,0.72,1,0.81,0.96,0.68,0.38,0.46,0.37,1.89,2.05,1.72,0.27,0.12,0.34,0.65,0.91,0.9
2016,5,24197,0.54,0.55,0.54,0.65,0.5,0.74,0.44,0.67,0.39,0.71,0.54,0.77,0.64,0.48,0.77,0.27,0.77,0.18,1.13,0.96,1.31,0.93,1.45,0.69,-0.55,-0.08,1.22
2016,6,24198,0.34,0.27,0.36,0.51,0.5,0.51,0.17,-0.23,0.25,0.37,0.25,0.41,0.6,0.58,0.61,0.04,-0.65,0.16,0.87,1.08,0.62,-1.31,-2.13,-0.92,1.12,1.05,1.03
2016,7,24199,0.39,0.42,0.37,0.48,0.48,0.48,0.3,0.31,0.29,0.48,0.47,0.48,0.51,0.52,0.51,0.17,0.06,0.19,0.37,0.55,0.17,-0.05,-0.94,0.37,0.27,0.36,1.19
2016,8,24200,0.43,0.58,0.38,0.55,0.55,0.56,0.32,0.65,0.25,0.49,0.36,0.53,0.58,0.6,0.56,0.23,0.86,0.12,0.82,1.07,0.53,0.57,1.64,0.07,0.06,0.25,0.2
2016,9,24201,0.44,0.46,0.43,0.49,0.64,0.4,0.39,0.05,0.46,0.37,0.28,0.39,0.56,0.73,0.4,0.4,-0.11,0.49,1.23,1.18,1.3,-0.23,-0.71,0,0.53,0.51,-0.09
2016,10,24202,0.41,0.23,0.48,0.42,0.1,0.63,0.39,0.51,0.37,0.46,0.43,0.47,0.41,0.02,0.76,0.35,0.55,0.31,1.63,0.78,2.61,1.14,1.16,1.14,1.15,1.59,0.22
2016,11,24203,0.45,0.48,0.44,0.41,0.38,0.43,0.5,0.73,0.45,0.37,0.32,0.38,0.42,0.38,0.45,0.57,1.06,0.49,0.96,0.44,1.55,1.58,2.52,1.14,1.85,1.65,0.01
,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
